Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
NEX,NEXTIER OILFIELD SOLUTIONS INC,Energy,Equity,"32,203,015.68",0.06,"32,203,015.68","3,946,448.00",8.16,United States,New York Stock Exchange Inc.,USD,1,USD,-
ENVX,ENOVIX CORP,Industrials,Equity,"32,196,626.13",0.06,"32,196,626.13","2,455,883.00",13.11,United States,NASDAQ,USD,1,USD,-
ZUO,ZUORA INC CLASS A,Information Technology,Equity,"32,144,937.60",0.06,"32,144,937.60","2,829,660.00",11.36,United States,New York Stock Exchange Inc.,USD,1,USD,-
VRTV,VERITIV CORP,Industrials,Equity,"32,029,197.95",0.06,"32,029,197.95","293,765.00",109.03,United States,New York Stock Exchange Inc.,USD,1,USD,-
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,Equity,"31,976,245.44",0.06,"31,976,245.44","1,227,024.00",26.06,United States,NASDAQ,USD,1,USD,-
VRE,VERIS RESIDENTIAL INC,Real Estate,Equity,"31,932,472.75",0.06,"31,932,472.75","1,936,475.00",16.49,United States,New York Stock Exchange Inc.,USD,1,USD,-
ABCL,ABCELLERA BIOLOGICS INC,Health Care,Equity,"31,848,993.49",0.06,"31,848,993.49","4,663,103.00",6.83,Canada,NASDAQ,USD,1,USD,-
MSEX,MIDDLESEX WATER,Utilities,Equity,"31,831,545.50",0.06,"31,831,545.50","389,615.00",81.7,United States,NASDAQ,USD,1,USD,-
NBTB,NBT BANCORP INC,Financials,Equity,"31,809,401.82",0.06,"31,809,401.82","907,026.00",35.07,United States,NASDAQ,USD,1,USD,-
CTS,CTS CORP,Information Technology,Equity,"31,791,891.60",0.06,"31,791,891.60","711,228.00",44.7,United States,New York Stock Exchange Inc.,USD,1,USD,-
CNNE,CANNAE HOLDINGS INC,Financials,Equity,"31,783,323.00",0.06,"31,783,323.00","1,567,225.00",20.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
SLVM,SYLVAMO CORP,Materials,Equity,"31,762,896.00",0.06,"31,762,896.00","769,450.00",41.28,United States,New York Stock Exchange Inc.,USD,1,USD,-
NNI,NELNET INC CLASS A,Financials,Equity,"31,687,418.70",0.06,"31,687,418.70","329,049.00",96.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
TROX,TRONOX HOLDINGS PLC,Materials,Equity,"31,565,558.73",0.06,"31,565,558.73","2,628,273.00",12.01,United States,New York Stock Exchange Inc.,USD,1,USD,-
GRBK,GREEN BRICK PARTNERS INC,Consumer Discretionary,Equity,"31,519,321.92",0.06,"31,519,321.92","609,894.00",51.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
BANR,BANNER CORP,Financials,Equity,"31,513,102.70",0.06,"31,513,102.70","688,510.00",45.77,United States,NASDAQ,USD,1,USD,-
SVC,SERVICE PROPERTIES TRUST,Real Estate,Equity,"31,470,647.76",0.06,"31,470,647.76","3,693,738.00",8.52,United States,NASDAQ,USD,1,USD,-
CENTA,CENTRAL GARDEN AND PET CLASS A,Consumer Staples,Equity,"31,437,086.88",0.06,"31,437,086.88","904,144.00",34.77,United States,NASDAQ,USD,1,USD,-
TNC,TENNANT,Industrials,Equity,"31,390,247.28",0.06,"31,390,247.28","417,368.00",75.21,United States,New York Stock Exchange Inc.,USD,1,USD,-
RC,READY CAPITAL CORP,Financials,Equity,"31,368,936.66",0.06,"31,368,936.66","2,996,078.00",10.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
ERII,ENERGY RECOVERY INC,Industrials,Equity,"31,367,542.31",0.06,"31,367,542.31","1,235,429.00",25.39,United States,NASDAQ,USD,1,USD,-
SMTC,SEMTECH CORP,Information Technology,Equity,"31,139,500.50",0.06,"31,139,500.50","1,421,895.00",21.9,United States,NASDAQ,USD,1,USD,-
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,"31,107,615.00",0.06,"31,107,615.00","2,693,300.00",11.55,United States,NASDAQ,USD,1,USD,-
BHVN,BIOHAVEN LTD,Health Care,Equity,"30,941,920.20",0.06,"30,941,920.20","1,429,188.00",21.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
MGPI,MGP INGREDIENTS INC,Consumer Staples,Equity,"30,894,979.72",0.06,"30,894,979.72","315,062.00",98.06,United States,NASDAQ,USD,1,USD,-
BATRK,LIBERTY MEDIA LIBERTY BRAVES CORP,Communication,Equity,"30,840,344.92",0.06,"30,840,344.92","845,636.00",36.47,United States,NASDAQ,USD,1,USD,-
USPH,US PHYSICAL THERAPY INC,Health Care,Equity,"30,844,214.40",0.06,"30,844,214.40","289,020.00",106.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary,Equity,"30,826,771.92",0.06,"30,826,771.92","965,751.00",31.92,United States,NASDAQ,USD,1,USD,-
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,"30,541,553.76",0.06,"30,541,553.76","153,506.00",198.96,United States,NASDAQ,USD,1,USD,-
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,"30,354,009.60",0.06,"30,354,009.60","1,631,936.00",18.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
BGCP,BGC PARTNERS INC CLASS A,Financials,Equity,"30,320,814.12",0.06,"30,320,814.12","7,117,562.00",4.26,United States,NASDAQ,USD,1,USD,-
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,"30,278,316.88",0.06,"30,278,316.88","548,918.00",55.16,United States,NASDAQ,USD,1,USD,-
PLUS,EPLUS,Information Technology,Equity,"30,167,875.98",0.06,"30,167,875.98","597,502.00",50.49,United States,NASDAQ,USD,1,USD,-
LNN,LINDSAY CORP,Industrials,Equity,"30,088,464.51",0.06,"30,088,464.51","247,377.00",121.63,United States,New York Stock Exchange Inc.,USD,1,USD,-
TTMI,TTM TECHNOLOGIES INC,Information Technology,Equity,"30,030,024.60",0.06,"30,030,024.60","2,285,390.00",13.14,United States,NASDAQ,USD,1,USD,-
PTGX,PROTAGONIST THERAPEUTICS INC,Health Care,Equity,"30,026,673.60",0.06,"30,026,673.60","1,043,680.00",28.77,United States,NASDAQ,USD,1,USD,-
BRP,BRP GROUP INC CLASS A,Financials,Equity,"29,942,774.52",0.06,"29,942,774.52","1,372,892.00",21.81,United States,NASDAQ,USD,1,USD,-
AUPH,AURINIA PHARMACEUTICALS INC,Health Care,Equity,"29,924,662.13",0.06,"29,924,662.13","3,019,643.00",9.91,United States,NASDAQ,USD,1,USD,-
MNRO,MONRO INC,Consumer Discretionary,Equity,"29,810,884.95",0.06,"29,810,884.95","703,917.00",42.35,United States,NASDAQ,USD,1,USD,-
ANDE,ANDERSONS INC,Consumer Staples,Equity,"29,630,916.84",0.06,"29,630,916.84","723,058.00",40.98,United States,NASDAQ,USD,1,USD,-
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,"29,578,400.20",0.06,"29,578,400.20","1,124,654.00",26.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
AROC,ARCHROCK INC,Energy,Equity,"29,543,418.08",0.06,"29,543,418.08","3,052,006.00",9.68,United States,New York Stock Exchange Inc.,USD,1,USD,-
ELME,ELME,Real Estate,Equity,"29,520,017.42",0.06,"29,520,017.42","1,949,803.00",15.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,"29,455,867.80",0.06,"29,455,867.80","2,394,786.00",12.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,"29,386,345.50",0.06,"29,386,345.50","901,975.00",32.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
SYBT,STOCK YARDS BANCORP INC,Financials,Equity,"29,251,315.60",0.06,"29,251,315.60","647,153.00",45.2,United States,NASDAQ,USD,1,USD,-
IBTX,INDEPENDENT BANK GROUP INC,Financials,Equity,"29,115,587.36",0.06,"29,115,587.36","803,632.00",36.23,United States,NASDAQ,USD,1,USD,-
STEP,STEPSTONE GROUP INC CLASS A,Financials,Equity,"29,071,755.32",0.06,"29,071,755.32","1,241,852.00",23.41,United States,NASDAQ,USD,1,USD,-
PLAB,PHOTRONICS INC,Information Technology,Equity,"29,029,401.60",0.06,"29,029,401.60","1,347,072.00",21.55,United States,NASDAQ,USD,1,USD,-
TRMK,TRUSTMARK CORP,Financials,Equity,"29,011,364.25",0.06,"29,011,364.25","1,325,325.00",21.89,United States,NASDAQ,USD,1,USD,-
NVEE,NV5 GLOBAL INC,Industrials,Equity,"28,981,543.16",0.06,"28,981,543.16","304,396.00",95.21,United States,NASDAQ,USD,1,USD,-
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,Equity,"28,705,654.35",0.06,"28,705,654.35","2,057,753.00",13.95,United States,New York Stock Exchange Inc.,USD,1,USD,-
KDNY,CHINOOK THERAPEUTICS INC,Health Care,Equity,"28,681,418.60",0.06,"28,681,418.60","1,142,686.00",25.1,United States,NASDAQ,USD,1,USD,-
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,"28,622,375.60",0.06,"28,622,375.60","786,329.00",36.4,United States,NASDAQ,USD,1,USD,-
TWO,TWO HARBORS INVESTMENT CORP,Financials,Equity,"28,593,877.28",0.06,"28,593,877.28","2,192,782.00",13.04,United States,New York Stock Exchange Inc.,USD,1,USD,-
AMLX,AMYLYX PHARMACEUTICALS INC,Health Care,Equity,"28,574,001.96",0.06,"28,574,001.96","1,130,748.00",25.27,United States,NASDAQ,USD,1,USD,-
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,"28,561,649.25",0.06,"28,561,649.25","1,936,383.00",14.75,United States,New York Stock Exchange Inc.,USD,1,USD,-
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,"28,556,001.50",0.06,"28,556,001.50","1,353,365.00",21.1,United States,NASDAQ,USD,1,USD,-
PDFS,PDF SOLUTIONS INC,Information Technology,Equity,"28,553,270.46",0.06,"28,553,270.46","677,742.00",42.13,United States,NASDAQ,USD,1,USD,-
AMEH,APOLLO MEDICAL HOLDINGS INC,Health Care,Equity,"28,509,147.88",0.06,"28,509,147.88","878,827.00",32.44,United States,NASDAQ,USD,1,USD,-
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"28,446,596.50",0.05,"28,446,596.50","205,762.00",138.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
CODI,COMPASS DIVERSIFIED,Financials,Equity,"28,403,211.90",0.05,"28,403,211.90","1,399,173.00",20.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
LMAT,LEMAITRE VASCULAR INC,Health Care,Equity,"28,380,557.04",0.05,"28,380,557.04","437,162.00",64.92,United States,NASDAQ,USD,1,USD,-
MDRX,VERADIGM INC,Health Care,Equity,"28,333,347.55",0.05,"28,333,347.55","2,432,047.00",11.65,United States,NASDAQ,USD,1,USD,-
NG,NOVAGOLD RESOURCES INC,Materials,Equity,"28,335,982.94",0.05,"28,335,982.94","5,387,069.00",5.26,Canada,Nyse Mkt Llc,USD,1,USD,-
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,"28,264,714.80",0.05,"28,264,714.80","3,364,847.00",8.4,United States,New York Stock Exchange Inc.,USD,1,USD,-
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Equity,"28,257,449.92",0.05,"28,257,449.92","1,257,004.00",22.48,United States,NASDAQ,USD,1,USD,-
UVV,UNIVERSAL CORP,Consumer Staples,Equity,"28,225,164.24",0.05,"28,225,164.24","544,152.00",51.87,United States,New York Stock Exchange Inc.,USD,1,USD,-
MRTN,MARTEN TRANSPORT LTD,Industrials,Equity,"28,226,767.68",0.05,"28,226,767.68","1,316,547.00",21.44,United States,NASDAQ,USD,1,USD,-
VECO,VEECO INSTRUMENTS INC,Information Technology,Equity,"27,986,067.00",0.05,"27,986,067.00","1,137,645.00",24.6,United States,NASDAQ,USD,1,USD,-
PRO,PROS HOLDINGS INC,Information Technology,Equity,"27,934,028.16",0.05,"27,934,028.16","933,312.00",29.93,United States,New York Stock Exchange Inc.,USD,1,USD,-
SCHL,SCHOLASTIC CORP,Communication,Equity,"27,927,612.32",0.05,"27,927,612.32","663,679.00",42.08,United States,NASDAQ,USD,1,USD,-
HEES,H AND E EQUIPMENT SERVICES INC,Industrials,Equity,"27,895,586.16",0.05,"27,895,586.16","718,588.00",38.82,United States,NASDAQ,USD,1,USD,-
IOVA,IOVANCE BIOTHERAPEUTICS INC,Health Care,Equity,"27,869,967.54",0.05,"27,869,967.54","3,390,507.00",8.22,United States,NASDAQ,USD,1,USD,-
NWBI,NORTHWEST BANCSHARES INC,Financials,Equity,"27,854,818.05",0.05,"27,854,818.05","2,543,819.00",10.95,United States,NASDAQ,USD,1,USD,-
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,"27,624,060.00",0.05,"27,624,060.00","3,328,200.00",8.3,United States,New York Stock Exchange Inc.,USD,1,USD,-
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"27,588,125.74",0.05,"27,588,125.74","2,405,242.00",11.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"27,488,556.00",0.05,"27,488,556.00","2,074,608.00",13.25,United States,New York Stock Exchange Inc.,USD,1,USD,-
NXT,NEXTRACKER INC,Industrials,Equity,"27,439,236.00",0.05,"27,439,236.00","692,910.00",39.6,United States,NASDAQ,USD,1,USD,-
HTLF,HEARTLAND FINANCIAL USA INC,Financials,Equity,"27,433,662.30",0.05,"27,433,662.30","930,270.00",29.49,United States,NASDAQ,USD,1,USD,-
TFIN,TRIUMPH FINANCIAL INC,Financials,Equity,"27,390,042.04",0.05,"27,390,042.04","507,599.00",53.96,United States,NASDAQ,USD,1,USD,-
MODN,MODEL N INC,Information Technology,Equity,"27,234,818.00",0.05,"27,234,818.00","841,880.00",32.35,United States,New York Stock Exchange Inc.,USD,1,USD,-
ACLX,ARCELLX INC,Health Care,Equity,"27,216,948.00",0.05,"27,216,948.00","663,828.00",41,United States,NASDAQ,USD,1,USD,-
DDS,DILLARDS INC CLASS A,Consumer Discretionary,Equity,"27,190,912.00",0.05,"27,190,912.00","89,600.00",303.47,United States,New York Stock Exchange Inc.,USD,1,USD,-
JELD,JELD WEN HOLDING INC,Industrials,Equity,"27,113,637.60",0.05,"27,113,637.60","1,880,280.00",14.42,United States,New York Stock Exchange Inc.,USD,1,USD,-
VICR,VICOR CORP,Industrials,Equity,"27,032,922.23",0.05,"27,032,922.23","494,113.00",54.71,United States,NASDAQ,USD,1,USD,-
WNC,WABASH NATIONAL CORP,Industrials,Equity,"27,012,622.45",0.05,"27,012,622.45","1,072,355.00",25.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
CASH,PATHWARD FINANCIAL INC,Financials,Equity,"26,821,605.30",0.05,"26,821,605.30","570,066.00",47.05,United States,NASDAQ,USD,1,USD,-
LKFN,LAKELAND FINANCIAL CORP,Financials,Equity,"26,692,423.56",0.05,"26,692,423.56","513,711.00",51.96,United States,NASDAQ,USD,1,USD,-
CHCO,CITY HOLDING,Financials,Equity,"26,694,734.67",0.05,"26,694,734.67","295,721.00",90.27,United States,NASDAQ,USD,1,USD,-
IONQ,IONQ INC,Information Technology,Equity,"26,689,366.56",0.05,"26,689,366.56","2,712,334.00",9.84,United States,New York Stock Exchange Inc.,USD,1,USD,-
CIM,CHIMERA INVESTMENT CORP,Financials,Equity,"26,619,634.47",0.05,"26,619,634.47","5,250,421.00",5.07,United States,New York Stock Exchange Inc.,USD,1,USD,-
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Information Technology,Equity,"26,606,967.12",0.05,"26,606,967.12","711,036.00",37.42,United States,NASDAQ,USD,1,USD,-
DO,DIAMOND OFFSHORE DRILLING INC,Energy,Equity,"26,607,576.12",0.05,"26,607,576.12","2,270,271.00",11.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
CHGG,CHEGG INC,Consumer Discretionary,Equity,"26,541,980.76",0.05,"26,541,980.76","2,799,787.00",9.48,United States,New York Stock Exchange Inc.,USD,1,USD,-
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,"26,489,175.66",0.05,"26,489,175.66","860,597.00",30.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZIP,ZIPRECRUITER INC CLASS A,Communication,Equity,"26,430,799.44",0.05,"26,430,799.44","1,637,596.00",16.14,United States,New York Stock Exchange Inc.,USD,1,USD,-
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,"26,384,083.02",0.05,"26,384,083.02","899,253.00",29.34,United States,NASDAQ,USD,1,USD,-
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,"26,385,462.02",0.05,"26,385,462.02","969,341.00",27.22,United States,New York Stock Exchange Inc.,USD,1,USD,-
MATW,MATTHEWS INTERNATIONAL CORP CLASS,Industrials,Equity,"26,303,236.24",0.05,"26,303,236.24","674,788.00",38.98,United States,NASDAQ,USD,1,USD,-
CARS,CARS.COM INC,Communication,Equity,"26,288,015.90",0.05,"26,288,015.90","1,489,406.00",17.65,United States,New York Stock Exchange Inc.,USD,1,USD,-
DDD,3D SYSTEMS CORP,Industrials,Equity,"26,274,779.78",0.05,"26,274,779.78","2,859,062.00",9.19,United States,New York Stock Exchange Inc.,USD,1,USD,-
KFRC,KFORCE INC,Industrials,Equity,"26,276,876.01",0.05,"26,276,876.01","444,843.00",59.07,United States,NASDAQ,USD,1,USD,-
IMKTA,INGLES MARKETS INC CLASS A,Consumer Staples,Equity,"26,251,178.58",0.05,"26,251,178.58","319,474.00",82.17,United States,NASDAQ,USD,1,USD,-
SSTK,SHUTTERSTOCK INC,Communication,Equity,"26,244,197.28",0.05,"26,244,197.28","538,674.00",48.72,United States,New York Stock Exchange Inc.,USD,1,USD,-
TVTX,TRAVERE THERAPEUTICS INC,Health Care,Equity,"26,147,592.90",0.05,"26,147,592.90","1,390,090.00",18.81,United States,NASDAQ,USD,1,USD,-
HNI,HNI CORP,Industrials,Equity,"26,121,171.63",0.05,"26,121,171.63","1,020,757.00",25.59,United States,New York Stock Exchange Inc.,USD,1,USD,-
ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,Equity,"26,009,980.52",0.05,"26,009,980.52","1,053,889.00",24.68,United States,NASDAQ,USD,1,USD,-
HSKA,HESKA CORP,Health Care,Equity,"26,013,012.86",0.05,"26,013,012.86","216,974.00",119.89,United States,NASDAQ,USD,1,USD,-
HLF,HERBALIFE NUTRITION LTD,Consumer Staples,Equity,"25,995,383.22",0.05,"25,995,383.22","2,199,271.00",11.82,United States,New York Stock Exchange Inc.,USD,1,USD,-
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,"25,918,320.04",0.05,"25,918,320.04","771,838.00",33.58,United States,New York Stock Exchange Inc.,USD,1,USD,-
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials,Equity,"25,895,238.20",0.05,"25,895,238.20","1,879,190.00",13.78,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRNC,CERENCE INC,Information Technology,Equity,"25,889,496.80",0.05,"25,889,496.80","911,602.00",28.4,United States,NASDAQ,USD,1,USD,-
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,Equity,"25,861,400.32",0.05,"25,861,400.32","3,298,648.00",7.84,United States,NASDAQ,USD,1,USD,-
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"25,844,871.03",0.05,"25,844,871.03","3,065,821.00",8.43,United States,NASDAQ,USD,1,USD,-
AKR,ACADIA REALTY TRUST REIT,Real Estate,Equity,"25,742,904.00",0.05,"25,742,904.00","1,950,220.00",13.2,United States,New York Stock Exchange Inc.,USD,1,USD,-
CRNX,CRINETICS PHARMACEUTICALS INC,Health Care,Equity,"25,735,095.54",0.05,"25,735,095.54","1,181,593.00",21.78,United States,NASDAQ,USD,1,USD,-
DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,Financials,Equity,"25,679,988.18",0.05,"25,679,988.18","573,342.00",44.79,United States,New York Stock Exchange Inc.,USD,1,USD,-
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,"25,664,803.55",0.05,"25,664,803.55","530,155.00",48.41,United States,NASDAQ,USD,1,USD,-
RADI,RADIUS GLOBAL INFRASTRUCTURE INC C,Communication,Equity,"25,655,430.00",0.05,"25,655,430.00","1,733,475.00",14.8,United States,NASDAQ,USD,1,USD,-
AVNS,AVANOS MEDICAL INC,Health Care,Equity,"25,608,403.20",0.05,"25,608,403.20","1,040,992.00",24.6,United States,New York Stock Exchange Inc.,USD,1,USD,-
LADR,LADDER CAPITAL CORP CLASS A,Financials,Equity,"25,597,180.08",0.05,"25,597,180.08","2,569,998.00",9.96,United States,New York Stock Exchange Inc.,USD,1,USD,-
LZ,LEGALZOOM COM INC,Industrials,Equity,"25,499,223.36",0.05,"25,499,223.36","2,162,784.00",11.79,United States,NASDAQ,USD,1,USD,-
PFS,PROVIDENT FINANCIAL SERVICES INC,Financials,Equity,"25,472,012.80",0.05,"25,472,012.80","1,530,770.00",16.64,United States,New York Stock Exchange Inc.,USD,1,USD,-
ARVN,ARVINAS INC,Health Care,Equity,"25,440,599.90",0.05,"25,440,599.90","1,098,946.00",23.15,United States,NASDAQ,USD,1,USD,-
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,"25,433,141.48",0.05,"25,433,141.48","430,268.00",59.11,United States,NASDAQ,USD,1,USD,-
MD,PEDIATRIX MEDICAL GROUP INC,Health Care,Equity,"25,386,715.85",0.05,"25,386,715.85","1,838,285.00",13.81,United States,New York Stock Exchange Inc.,USD,1,USD,-
HLMN,HILLMAN SOLUTIONS CORP,Industrials,Equity,"25,379,909.41",0.05,"25,379,909.41","3,025,019.00",8.39,United States,NASDAQ,USD,1,USD,-
FBNC,FIRST BANCORP,Financials,Equity,"25,306,462.40",0.05,"25,306,462.40","802,870.00",31.52,United States,NASDAQ,USD,1,USD,-
CPRX,CATALYST PHARMACEUTICALS INC,Health Care,Equity,"25,222,424.08",0.05,"25,222,424.08","2,185,652.00",11.54,United States,NASDAQ,USD,1,USD,-
MFA,MFA FINANCIAL INC,Financials,Equity,"25,218,229.76",0.05,"25,218,229.76","2,317,852.00",10.88,United States,New York Stock Exchange Inc.,USD,1,USD,-
SILK,SILK ROAD MEDICAL INC,Health Care,Equity,"25,214,784.96",0.05,"25,214,784.96","847,271.00",29.76,United States,NASDAQ,USD,1,USD,-
TRS,TRIMAS CORP,Materials,Equity,"25,186,476.00",0.05,"25,186,476.00","946,860.00",26.6,United States,NASDAQ,USD,1,USD,-
LPRO,OPEN LENDING CORP CLASS A,Financials,Equity,"25,169,098.40",0.05,"25,169,098.40","2,387,960.00",10.54,United States,NASDAQ,USD,1,USD,-
ATEC,ALPHATEC HOLDNGS INC,Health Care,Equity,"25,112,755.62",0.05,"25,112,755.62","1,631,758.00",15.39,United States,NASDAQ,USD,1,USD,-
STEL,STELLAR BANCORP INC,Financials,Equity,"25,102,026.08",0.05,"25,102,026.08","1,026,248.00",24.46,United States,NASDAQ,USD,1,USD,-
TCBK,TRICO BANCSHARES,Financials,Equity,"24,928,336.92",0.05,"24,928,336.92","708,594.00",35.18,United States,NASDAQ,USD,1,USD,-
OFG,OFG BANCORP,Financials,Equity,"24,923,488.45",0.05,"24,923,488.45","975,479.00",25.55,United States,New York Stock Exchange Inc.,USD,1,USD,-
SABR,SABRE CORP,Consumer Discretionary,Equity,"24,925,941.15",0.05,"24,925,941.15","7,352,785.00",3.39,United States,NASDAQ,USD,1,USD,-
DNUT,KRISPY KREME INC,Consumer Discretionary,Equity,"24,811,063.20",0.05,"24,811,063.20","1,611,108.00",15.4,United States,NASDAQ,USD,1,USD,-
GPRE,GREEN PLAINS INC,Energy,Equity,"24,776,403.50",0.05,"24,776,403.50","800,530.00",30.95,United States,NASDAQ,USD,1,USD,-
UFPT,UFP TECHNOLOGIES INC,Health Care,Equity,"24,768,206.24",0.05,"24,768,206.24","153,392.00",161.47,United States,NASDAQ,USD,1,USD,-
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary,Equity,"24,723,785.62",0.05,"24,723,785.62","460,063.00",53.74,United States,NASDAQ,USD,1,USD,-
RDFN,REDFIN CORP,Real Estate,Equity,"24,693,098.76",0.05,"24,693,098.76","2,388,114.00",10.34,United States,NASDAQ,USD,1,USD,-
